obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1.2376619582970268e+18,209.591415311138,49.5358735922235,20.24128,18.19649,17.1934,16.78128,16.42603,3838,301,3,79,1.880282607627823e+18,GALAXY,0.1090065,1670,54553,108
1.237669697840218e+18,345.245778729778,7.05937992487368,24.8535,21.50288,20.10758,19.34684,18.89635,5640,301,3,264,4.968833607416437e+18,GALAXY,0.2240159,4413,55894,863
1.2376664642653391e+18,113.598719896799,66.0933082920299,19.63354,18.67129,18.26765,18.08823,18.0493,4887,301,4,243,3.3147593527908367e+18,STAR,-0.0004954825,2944,54523,400
1.2376675363918979e+18,139.106782403987,16.8722120526828,24.59827,22.26319,20.75553,19.79633,19.29323,5137,301,1,172,5.975288070320444e+18,GALAXY,0.5056826,5307,55998,499
1.2376529479897585e+18,2.27071665844154,-9.64138716579342,23.19168,22.34821,20.82507,19.86848,19.3671,1740,301,4,37,8.070697758636659e+18,GALAXY,0.4032191,7168,56625,899
1.2376794559964774e+18,354.340738952097,16.8573459416183,23.5177,22.12032,20.25867,19.29099,18.89753,7912,301,3,120,6.904115915560081e+18,GALAXY,0.3522122,6132,56267,355
1.237672816514564e+18,349.448948622256,18.9092122672321,18.05965,16.91464,16.52157,16.38858,16.31585,6366,301,4,130,8.56482845928904e+18,STAR,-0.0002225625,7607,56902,392
1.2376634792483228e+18,309.385093131871,0.164566990501447,21.12805,19.82684,19.19471,18.78904,18.5879,4192,301,4,18,1.149641977571076e+18,GALAXY,0.170288,1021,52460,357
1.237679079128367e+18,5.46775565977491,-4.22076239617295,25.53883,21.45667,19.91205,19.02607,18.54287,7824,301,5,353,7.923167211644279e+18,GALAXY,0.5499049,7037,56570,762
1.237667143402e+18,135.289804354325,23.1923848972402,25.07338,21.77208,20.24545,19.39097,18.96253,5045,301,5,166,6.503295269534456e+18,GALAXY,0.4423804,5776,56010,354
1.2376650254389745e+18,176.630073286964,35.0762341754915,22.55201,21.23284,19.46881,18.758,18.41322,4552,301,4,55,5.231154262374111e+18,GALAXY,0.4415506,4646,55622,812
1.2376786222360827e+18,19.9662134941194,4.39655694208991,21.79158,22.52559,21.68066,21.5827,20.54644,7718,301,2,122,1.0621946008970744e+19,GALAXY,0.9402559,9434,57712,750
1.23766196688742e+18,167.256391968898,40.7348643381751,25.56344,21.97457,20.89586,19.89233,19.47618,3840,301,3,86,5.201741502200699e+18,GALAXY,0.6292211,4620,55652,305
1.2376802838512271e+18,27.4481515809156,27.1816004033263,20.02888,19.84039,19.82261,19.6284,19.26164,8105,301,1,117,8.657094816277222e+18,QSO,2.131097,7689,57743,183
1.2376564951053763e+18,340.569089057664,13.3195412533974,18.13571,17.16393,16.81732,16.68493,16.65011,2566,301,3,182,2.1302425353674035e+18,STAR,-0.0005274433,1892,53238,145
1.2376503704734927e+18,160.618965376929,-2.33359422887214,22.59683,21.60192,21.32291,21.22657,20.63597,1140,301,3,52,4.262792930325191e+18,QSO,1.035549,3786,55563,494
1.2376785975495235e+18,350.62634540621,2.83561485403713,22.16756,21.97387,21.94545,21.41038,21.35201,7712,301,4,267,1.2710367202370673e+19,QSO,1.907813,11289,58398,302
1.237651504345777e+18,208.868835860521,-0.132655420368405,23.62603,21.82014,20.03234,19.02546,18.60725,1404,301,3,66,4.5454006800312136e+18,GALAXY,0.5315046,4037,55631,519
1.237651250415338e+18,141.06993990625,56.3367093077202,23.91203,20.5411,18.81802,18.15739,17.75125,1345,301,2,211,8.382416178652666e+18,GALAXY,0.311482,7445,56720,332
1.237661850922779e+18,154.883198336663,40.6725610727095,23.2968,20.96257,20.51614,20.32659,20.18672,3813,301,3,78,5.136610830042028e+18,QSO,3.177019,4562,55570,929
1.237666338651178e+18,14.5225648298843,-0.542542849610794,24.33753,24.30224,22.67563,22.13155,21.30721,4858,301,2,451,9.894527801826236e+18,QSO,2.940082,8788,57360,434
1.2376576321911526e+18,151.787736140334,51.3301300226688,21.8414,21.49309,20.38655,19.62742,19.12567,2831,301,1,78,7.498729056810326e+18,GALAXY,0.571734,6660,56370,857
1.237663458853389e+18,324.37006497211,0.944689356681435,24.01639,22.91194,21.92953,20.66899,19.94918,4187,301,6,112,1.0316682279112692e+19,GALAXY,0.7259385,9163,58043,223
1.2376637890271644e+18,114.938639805409,48.7419947211169,16.28096,14.81448,14.07214,13.71552,13.46989,4264,301,5,84,2.1032673933116316e+18,GALAXY,0.02126779,1868,53318,314
1.23766222515064e+18,212.175206591273,36.8875676955945,21.79773,19.04122,17.81297,17.30854,17.05966,3900,301,4,518,3.3001421714573496e+18,STAR,-0.0001960196,2931,54590,471
1.2376623362602437e+18,249.978397096665,24.4130446318442,20.69568,18.82541,17.66407,17.16268,16.80336,3926,301,3,172,1.602222965657725e+18,GALAXY,0.1513161,1423,53167,245
1.2376672056791534e+18,118.056721087508,65.144701023566,19.29719,17.93134,17.38647,17.19915,17.12401,5060,301,1,168,3.309023475372419e+18,STAR,-3.620475e-05,2939,54515,13
1.2376785980846252e+18,346.674735652964,3.02588118533377,22.27591,22.35086,22.04301,21.87262,21.55896,7712,301,5,240,1.2726067954040723e+19,QSO,2.291547,11303,58428,77
1.2376785959446124e+18,3.68893383043167,1.5139098479361,24.80138,22.93855,21.60555,19.92142,18.86951,7712,301,1,354,8.84172672029192e+18,STAR,4.405468e-05,7853,56988,126
1.2376648461224507e+18,200.578685799901,37.7136942049508,20.02373,18.60348,17.78033,17.34165,17.03776,4510,301,6,30,2.3667329326865715e+18,GALAXY,0.1156724,2102,54115,332
1.2376611390345715e+18,155.762825583568,39.475438847125,24.15471,23.94748,22.31741,20.87566,19.81832,3647,301,5,118,9.937202873300703e+18,GALAXY,0.8114496,8826,57452,37
1.237651250439718e+18,241.458483509643,49.0633337622429,26.85242,23.22987,21.40174,20.25348,19.57764,1345,301,2,583,9.074924630528254e+18,GALAXY,0.6810782,8060,57894,623
1.2376626358318533e+18,224.562122165942,10.7243310365845,23.02445,20.39597,18.74499,18.08226,17.62952,3996,301,1,136,6.170027247690601e+18,GALAXY,0.3168425,5480,56001,348
1.237678825175974e+18,336.050265644845,4.46325196949405,20.85451,18.58327,17.32556,16.75266,16.30568,7765,301,4,163,4.864054272457988e+18,GALAXY,0.1522064,4320,55894,606
1.2376634792614958e+18,339.473864921372,0.113368121705193,23.22261,21.14613,20.31834,20.08959,20.00736,4192,301,4,219,4.732431178241694e+18,QSO,3.553486,4203,55447,996
1.2376799982372787e+18,347.853581974999,-1.79579113532908,24.19611,22.12089,20.31641,19.30964,18.69458,8038,301,5,138,4.910314848750164e+18,GALAXY,0.532281,4361,55831,965
1.2376650243650355e+18,176.148899113897,34.1341769288038,20.16213,20.07416,20.11771,19.86264,19.8586,4552,301,2,52,1.1553022363559e+19,QSO,1.787837,10261,58462,594
1.2376623035271096e+18,257.629487736725,23.0992454517393,22.65952,21.01028,19.2437,18.56523,18.1356,3918,301,6,416,4.699745724761659e+18,GALAXY,0.3881829,4174,55659,871
1.237662529531806e+18,220.027100787548,12.1588863170307,20.26975,18.33584,17.339,16.89446,16.52462,3971,301,3,142,1.925296046313859e+18,GALAXY,0.1213601,1710,53504,26
1.2376654431247404e+18,190.608557323713,30.9091386506211,23.36436,21.15501,19.34163,18.67816,18.23893,4649,301,6,58,7.293820495958661e+18,GALAXY,0.3878638,6478,56341,876
1.237679321786876e+18,33.3700777414974,-5.64096755227326,22.18982,20.08047,18.89321,18.58007,18.20039,7881,301,1,244,8.148230371445856e+18,QSO,0.3002611,7237,56662,337
1.2376683325717875e+18,236.298970483208,11.5245042518114,19.84551,17.75927,16.70279,16.25993,15.85428,5322,301,4,177,5.501221258120157e+18,GALAXY,0.1054329,4886,55737,270
1.2376634626078804e+18,352.047415321434,0.643017504038615,20.42883,20.39068,20.45184,20.1331,20.11302,4188,301,5,57,1.233023717764786e+18,QSO,1.844449,1095,52521,594
1.2376786174007718e+18,321.086576165463,0.578999430227237,22.44675,21.7921,21.55821,21.72421,21.83187,7717,301,1,69,4.721088616776096e+18,QSO,2.497536,4193,55476,692
1.2376648778076657e+18,155.67692950242,32.7860504782667,25.33787,22.2626,20.52889,19.40391,19.02116,4518,301,1,180,7.262177375777217e+18,GALAXY,0.5436918,6450,56331,447
1.237661361838162e+18,212.610881903904,44.1419313731182,19.59753,17.70162,16.61981,16.15503,15.77426,3699,301,4,151,1.651704286570113e+18,GALAXY,0.1368805,1467,53115,33
1.2376591542161902e+18,243.135328367938,37.3377474585535,24.63491,21.96986,20.16104,19.3018,22.82684,3185,301,4,17,5.854692537034627e+18,STAR,-0.0001555207,5200,56091,47
1.2376674859161357e+18,131.328727562251,15.2440440009082,18.6457,17.51121,17.53078,17.60189,17.70713,5125,301,3,21,3.590654862947361e+18,STAR,-6.129563e-06,3189,54833,582
1.2376613865320614e+18,216.330326319102,52.5896695490757,21.34968,20.37256,20.15664,20.17551,20.09698,3705,301,2,118,7.916287565359241e+18,STAR,0.0002284403,7031,56449,310
1.237662697032909e+18,228.529429757962,28.8548221477363,19.88142,18.3914,17.5963,17.15492,16.85181,4010,301,3,102,2.077329103236655e+18,GALAXY,0.07897816,1845,54144,159
1.2376672110411123e+18,124.016216905086,15.1945575640534,20.73922,18.67535,17.60789,17.17478,16.79762,5061,301,3,65,2.558129038157703e+18,GALAXY,0.1199798,2272,53713,307
1.2376663016318574e+18,56.1300881412612,0.683118752608394,22.80649,21.54744,19.66045,18.96881,18.54975,4849,301,5,829,2.971400287283079e+18,GALAXY,0.3568401,2639,54465,547
1.2376613618369823e+18,208.977326966069,45.0725206680719,23.71936,21.31303,19.35474,19.30598,19.30449,3699,301,4,133,7.463787951585252e+18,QSO,4.09727,6629,56365,718
1.237662503760692e+18,246.896539189372,29.1320684389829,21.99435,21.6712,20.43944,19.59945,19.35139,3965,301,3,122,5.635302028437903e+18,GALAXY,0.5442939,5005,55751,629
1.237645943978918e+18,56.3314726865065,0.866548421205527,20.78828,19.58437,19.25841,19.08373,19.02986,109,301,6,145,3.553511985083687e+18,STAR,0.0001410704,3156,54792,625
1.2376621956121231e+18,220.151705602488,37.5874888103973,22.26319,22.16793,21.79329,21.70898,22.11828,3893,301,5,356,1.2103550030197316e+19,QSO,1.475332,10750,58199,458
1.237654948375692e+18,235.888566913088,55.793358105571,22.15063,23.29415,21.71786,20.64114,19.94085,2206,301,2,112,9.479148541563918e+18,GALAXY,0.5827137,8419,58249,717
1.2376511908252224e+18,143.936176129521,57.8204766356372,21.21339,20.4129,20.07544,19.98786,19.70261,1331,301,3,250,9.226789992751454e+18,QSO,2.213726,8195,57391,146
1.2376619711903823e+18,196.182920286335,7.055754044572,24.80528,21.72728,20.35733,19.58104,19.14964,3841,301,3,208,5.447279491683736e+18,GALAXY,0.4349534,4838,55686,639
1.2376802774083185e+18,2.46042127204157,28.0926737263817,23.57638,23.6704,21.72262,20.66791,19.69664,8103,301,5,110,8.664069566794848e+18,GALAXY,0.804548,7695,57654,981
1.2376804744457098e+18,349.990573785729,31.9937162053096,22.06586,20.52057,20.01528,19.86966,19.85381,8149,301,4,198,8.742825942018446e+18,STAR,-0.000295708,7765,58047,775
1.2376687357510956e+18,255.799487715875,44.4908494896194,24.99555,22.14993,20.49181,19.48377,18.95271,5416,301,3,13,6.82535844446551e+18,GALAXY,0.4823152,6062,56091,557
1.237665126937e+18,195.033861459135,33.437668167308,18.29271,17.53258,17.30964,17.23861,17.13081,4576,301,1,504,2.2586088726357873e+18,GALAXY,0.02348704,2006,53476,195
1.2376576295120407e+18,131.645222610394,37.915218943901,19.33058,18.19488,17.62241,17.2693,17.04276,2830,301,4,158,9.739570595842232e+17,GALAXY,0.1164899,865,52323,195
1.2376683105514947e+18,230.337265723745,13.9818803892921,16.88522,16.67511,16.7908,16.93735,17.13128,5317,301,3,46,6.182397303812545e+18,STAR,-0.0017883,5491,56034,294
1.2376677817473436e+18,151.96328304958,18.4094149945778,18.80333,17.51065,16.80323,16.40258,16.10435,5194,301,2,255,2.670658281747278e+18,GALAXY,0.1108541,2372,53768,86
1.237657627896709e+18,122.953220178318,29.7787773484532,19.29502,18.14999,17.69091,17.3837,17.21364,2830,301,1,86,1.0472010316178e+18,GALAXY,0.0895486,930,52618,415
1.237665567692161e+18,241.314383562425,15.8246372695418,23.79937,20.93916,20.24864,19.92552,19.87936,4678,301,6,262,2.4736513581216174e+18,QSO,1.808948,2197,53555,179
1.237680333797786e+18,26.6317026887272,29.1228547301333,21.31552,21.08603,20.9124,20.68639,20.43727,8116,301,6,385,8.706623423101818e+18,QSO,2.164402,7733,58103,143
1.2376682965982907e+18,196.612529840874,18.3998999678786,23.14246,22.37284,20.93057,19.92269,19.4924,5314,301,1,129,6.601342845088717e+18,GALAXY,0.5466048,5863,56042,697
1.2376564951072115e+18,344.753795689361,13.7596683193714,22.11431,21.42373,21.23321,21.19753,20.86385,2566,301,3,210,6.913132184477129e+18,QSO,0.7766972,6140,56189,388
1.2376654415333294e+18,237.527393099699,18.9639984985182,18.02411,16.11756,15.12249,14.67644,14.41121,4649,301,3,351,2.4455308098100526e+18,GALAXY,0.0904411,2172,54230,277
1.237672764447064e+18,353.387823707261,10.8738276672211,24.98765,22.8739,20.92229,19.91489,19.35543,6354,301,3,267,6.932409098035288e+18,GALAXY,0.5480692,6157,56238,885
1.237680277405172e+18,354.290002307606,27.5389802209677,25.24983,20.82193,19.98145,19.27036,19.50706,8103,301,5,62,7.334168451978909e+18,GALAXY,0.6455165,6514,56487,205
1.2376544002261652e+18,165.131709683336,64.2224884801732,24.79469,21.5635,21.2894,21.19506,21.40755,2078,301,5,46,7.999543140452423e+18,QSO,2.886739,7105,56740,88
1.2376593249431063e+18,211.717161486983,56.4837558610022,26.40497,21.97347,20.35901,19.39907,18.87855,3225,301,2,47,7.660659083327069e+18,GALAXY,0.3994796,6804,56447,131
1.237679434520986e+18,5.74535835921466,-2.8871629483648,25.64138,23.5303,21.69627,20.56244,19.8699,7907,301,3,110,8.855262532509915e+18,GALAXY,0.634338,7865,56955,217
1.2376793180183598e+18,6.43982871576213,9.46573087702886,22.643,22.45219,22.17373,21.72347,21.19608,7880,301,2,85,1.2736433874873375e+19,GALAXY,1.310298,11312,58433,924
1.2376619674277645e+18,177.767066653732,42.3612706965486,21.12024,19.48998,18.13001,17.61087,17.26486,3840,301,4,139,9.436375602733277e+18,GALAXY,0.2341507,8381,57512,758
1.2376487228298368e+18,153.71231422288,1.15923409504354,23.16444,21.72569,21.44359,21.12988,20.80725,756,301,6,253,4.312446875620104e+18,STAR,-0.0003490875,3830,55574,910
1.2376570700922885e+18,43.2039550901904,-0.512793009526152,22.6172,21.81093,19.84356,19.1457,18.76147,2700,301,2,154,1.2035933660596408e+18,GALAXY,0.8224304,1069,52590,23
1.2376625005374344e+18,226.387139440897,45.0492635914726,21.23266,20.60784,20.67895,20.45014,20.03213,3964,301,5,91,6.808565328614021e+18,QSO,2.251297,6047,56098,904
1.2376602419253742e+18,52.5508263955544,0.855275133993456,23.79906,20.82388,19.24217,18.46659,18.05265,3438,301,6,150,1.196923453664422e+18,STAR,-2.027247e-05,1063,52591,334
1.237664853103215e+18,204.442547542048,35.689215411753,23.31479,22.15801,21.75785,21.39317,20.9808,4512,301,3,52,4.4880284331050496e+18,QSO,1.350677,3986,55329,696
1.2376607648381668e+18,131.025461036199,30.4766300157505,21.74225,19.64962,18.13252,17.51659,17.09473,3560,301,4,158,1.429971546952198e+18,GALAXY,0.2446569,1270,52991,286
1.2376543916429806e+18,125.082627064114,45.1755881565397,23.32595,21.3889,20.51726,19.9994,19.63558,2076,301,5,149,7.183421007298057e+18,GALAXY,0.4320446,6380,56340,653
1.2376786184890616e+18,354.24837655953,2.17528334900679,21.80186,21.62832,21.6175,21.53371,20.83233,7717,301,3,291,1.0331528160609587e+19,GALAXY,0.8606403,9176,58080,984
1.2376802629287936e+18,5.19234510541432,-8.07163072960338,23.91042,21.29944,20.14662,19.39796,19.38009,8100,301,2,354,8.050213306785619e+18,GALAXY,0.4713057,7150,56597,105
1.2376582061199852e+18,177.222472688823,50.9412718530228,17.34484,16.02468,15.45361,15.21357,15.10871,2964,301,6,289,3.5725711954737644e+18,STAR,-0.0004242432,3173,54849,330
1.237652947988775e+18,0.0298381739607976,-9.72775296503389,19.41039,19.55152,19.98869,20.26811,21.11751,1740,301,4,22,7.319715897210573e+17,STAR,-0.0003282064,650,52143,497
1.237673706652828e+18,117.577721310207,42.7206549742201,21.03203,20.35103,20.01793,19.8935,19.67065,6573,301,6,226,9.317992827572212e+18,QSO,2.310728,8276,57067,164
1.237678858469835e+18,355.806906045319,11.7759719992692,19.04696,17.22144,16.29342,15.8803,15.53091,7773,301,2,283,6.93354461868565e+18,GALAXY,0.09023475,6158,56239,920
1.237668333105906e+18,230.067953246695,13.2751175577243,21.78895,19.51125,18.21202,17.65677,17.86536,5322,301,5,135,3.0997174135376056e+18,STAR,-9.154259e-05,2753,54234,418
1.2376683320267244e+18,217.349185684134,14.7468303708648,18.59041,17.64995,17.36332,17.2698,17.22732,5322,301,3,52,3.0929089626437325e+18,STAR,-0.0002336098,2747,54233,225
1.237660962944582e+18,150.517029692195,40.3543063255147,23.1038,22.38618,20.64251,19.76232,19.22447,3606,301,5,174,5.140955551245818e+18,GALAXY,0.5713852,4566,55630,351
1.237679254671524e+18,34.5020536660937,-4.11368387471404,21.72746,21.15266,20.86266,21.00333,20.44274,7865,301,4,145,4.942727628866214e+18,QSO,1.044189,4390,55948,98
1.2376555034964787e+18,254.315899406829,37.8694493709456,22.66005,21.21318,19.21128,18.1347,17.71334,2335,301,4,55,7.116124814573834e+17,GALAXY,0.4912055,632,52071,159
1.2376517550777303e+18,165.562744403793,3.30822041329464,20.50865,19.55998,19.21757,19.11828,19.12443,1462,301,6,268,3.650327558949544e+18,STAR,0.0001326546,3242,54889,582
1.2376788251700104e+18,322.426493311537,3.70123985412346,20.10134,17.97974,16.89225,16.44505,16.04494,7765,301,4,72,4.5939130545096847e+18,GALAXY,0.1334954,4080,55471,878
1.2376793244695923e+18,29.5316280706538,-3.66871178445553,25.1751,21.92609,21.85039,21.93316,21.62489,7881,301,6,219,7.94006230679659e+18,STAR,-0.0005668626,7052,56539,786
1.2376529866491827e+18,317.797585035855,10.5224918487153,22.67305,19.77765,18.62002,18.1471,17.87811,1749,301,4,109,2.129160066169858e+18,STAR,-0.000247631,1891,53238,303
1.2376634577767631e+18,317.927530342512,0.134237583118442,21.03634,19.05907,18.1729,17.77765,17.5193,4187,301,4,68,1.7148541841692692e+18,GALAXY,0.1482916,1523,52937,395
1.237665025975976e+18,176.922609973792,35.5117250694155,20.03003,18.58926,17.75302,17.32993,17.04155,4552,301,5,57,2.2912797604724344e+18,GALAXY,0.1692513,2035,53436,267
1.2376575897753357e+18,145.549370959429,47.1048746910244,26.04782,22.39552,20.59328,19.50705,19.22722,2821,301,2,32,6.463948970553268e+18,GALAXY,0.5998621,5741,55980,573
1.2376591322147722e+18,233.827121673004,42.9996002832143,24.36736,21.18071,19.35845,18.60444,18.1151,3180,301,3,174,6.811844072137054e+18,GALAXY,0.4462684,6050,56089,544
1.2376786174335388e+18,35.8851243134777,1.08002925604003,21.8001,21.7842,21.83587,21.51832,20.95056,7717,301,1,569,8.812521497300326e+18,QSO,2.400526,7827,57278,374
1.2376634792636582e+18,344.432319330722,0.17073765145034,22.46394,20.57464,19.07287,18.4604,18.01933,4192,301,4,252,1.030442052540618e+19,GALAXY,0.2721699,9152,58041,671
1.2376727944957133e+18,0.157323884994213,-3.89589803932299,20.59933,19.33033,18.75489,18.48929,18.33769,6361,301,3,21,2.961205888032991e+18,STAR,-0.0004794123,2630,54327,324
1.2376651011381002e+18,216.167532101382,30.0031609212744,22.76442,23.0973,20.53818,19.45928,18.96676,4570,301,1,60,4.3539229294296e+18,GALAXY,0.5592574,3867,55652,247
1.2376619492006303e+18,230.906150845872,8.27502425956641,22.93917,21.62332,20.08211,18.92711,18.36999,3836,301,2,543,6.181227697798404e+18,GALAXY,0.627717,5490,56003,135
1.2376609355553836e+18,136.31868039876,57.2820033303064,19.69428,18.77955,17.99414,17.62734,17.44617,3600,301,2,40,5.439691164704051e+17,QSO,0.1734871,483,51924,580
1.2376788584592187e+18,331.18249006238,9.91083472154383,22.41815,20.5385,18.94569,18.28746,18.04162,7773,301,2,121,5.702756241966914e+18,GALAXY,0.310772,5065,55739,266
1.2376593270976028e+18,235.895625393759,49.1841861256941,23.08371,22.1081,20.5487,19.5322,19.09214,3225,301,6,154,7.576432094123153e+18,GALAXY,0.5591764,6729,56419,915
1.2376634792630692e+18,343.140527563767,0.172551825140839,22.76179,22.70932,22.32953,21.41643,20.76706,4192,301,4,243,1.0376521269437e+19,GALAXY,0.9105538,9216,57693,828
1.2376503715447444e+18,154.983190721848,-1.37609855768098,22.0559,21.01553,19.25851,18.49318,18.13674,1140,301,5,14,4.260670318195268e+18,GALAXY,0.3904522,3784,55269,964
1.2376637847499576e+18,35.8524880865425,0.449026889487381,23.30433,22.51591,21.83943,21.02094,20.84584,4263,301,5,355,1.056326919713537e+19,GALAXY,0.7426491,9382,57746,277
1.2376662108545354e+18,267.578977983601,25.4278149870996,18.52971,17.57927,17.29726,17.19972,17.12515,4828,301,4,125,2.4580014590489006e+18,STAR,-0.0003828999,2183,53536,589
1.237659132208743e+18,216.77066883882,50.3279481249434,25.63974,21.78187,20.21394,19.36216,18.82099,3180,301,3,82,7.570647563399091e+18,GALAXY,0.465602,6724,56416,351
1.2376528991586225e+18,48.842875124068,-8.40988460649079,20.536,20.38246,20.13376,19.95339,19.78473,1729,301,1,405,5.1679935951433926e+17,QSO,2.126592,459,51924,41
1.2376711237569748e+18,126.770406562646,9.19550814870212,24.05118,21.41323,20.75833,20.46467,20.44943,5972,301,3,75,6.188214817385634e+18,STAR,0.0004648394,5496,55888,978
1.237671141477581e+18,172.252364077492,-6.83153984875265,19.22942,17.89455,17.3166,17.06307,16.95037,5976,301,4,134,3.221325329570228e+18,STAR,0.0005155203,2861,54583,457
1.2376788805014e+18,40.3822926613628,-2.08512674262086,22.59126,22.59372,21.06476,20.16489,19.68542,7778,301,3,586,4.88880399823119e+18,GALAXY,0.5667976,4342,55531,533
1.2376805045046492e+18,337.612609889791,32.25571455673,26.45539,21.73353,19.738,18.99964,18.79235,8156,301,4,109,7.328643955788373e+18,GALAXY,0.3703575,6509,56486,587
1.2376613865314058e+18,214.265384431787,53.3435246929062,19.1702,18.16101,17.83289,17.68061,17.67911,3705,301,2,108,1.493042004014164e+18,STAR,-0.0008641756,1326,52764,359
1.2376529474601615e+18,19.0684364007462,-9.7132946715073,22.7612,21.59101,20.78071,20.46041,19.93495,1740,301,3,148,7.43224816923863e+17,GALAXY,0.3263848,660,52177,476
1.2376646743273638e+18,198.087813746839,37.7787687080589,21.61131,21.96977,21.47106,21.17265,21.04811,4470,301,6,85,9.987003333821618e+18,QSO,1.459796,8870,57779,986
1.2376677339778916e+18,199.380508035973,20.8215714875858,24.40606,22.84971,21.04189,19.73828,19.29501,5183,301,1,439,6.603544067786955e+18,GALAXY,0.6791442,5865,56067,513
1.2376786619722634e+18,26.1471715596315,4.78920982822341,24.7667,22.9457,22.23693,21.87865,21.28702,7727,301,4,240,1.0616304971610872e+19,GALAXY,1.046731,9429,58132,708
1.23768024306883e+18,17.9046322374103,-6.74239486493524,21.73412,23.52444,20.70185,19.44678,18.70483,8095,301,5,419,8.059401931481961e+18,GALAXY,0.7160651,7158,56956,765
1.2376786195804334e+18,34.5188927534544,2.68356592928008,22.93514,23.60439,21.53168,20.1692,19.65068,7717,301,5,560,4.804447816092244e+18,GALAXY,0.6827986,4267,55484,847
1.2376487040457772e+18,196.182406153949,-0.219396996745847,20.87267,18.78706,17.4791,17.0258,16.63482,752,301,3,351,3.3108634906502144e+17,GALAXY,0.1980896,294,51986,261
1.2376583000570598e+18,126.774335592633,4.518666691902,20.88676,20.21471,20.23788,20.21993,20.00295,2986,301,5,55,5.363912595249322e+18,QSO,2.223536,4764,55646,456
1.2376517357699077e+18,209.613900743068,1.81170766073715,22.39069,21.62746,21.59026,21.337,21.15186,1458,301,2,566,4.5441832407314166e+18,QSO,0.6872433,4036,55330,186
1.2376623072703944e+18,233.345599532096,32.0249938102384,23.9395,22.23552,20.51463,19.52887,19.04468,3919,301,5,190,5.3177009526604e+18,GALAXY,0.5305671,4723,56033,275
1.237663789028476e+18,116.900167759177,51.4376768253983,21.95072,22.77011,21.23358,20.19347,19.35232,4264,301,5,104,9.354174187701555e+18,GALAXY,0.7803084,8308,57417,719
1.2376672921105859e+18,127.996825193996,14.9355492431246,22.79707,19.50965,19.0932,18.43522,18.14452,5080,301,2,95,5.070194280292964e+18,STAR,0.0001098911,4503,55563,971
1.2376583000559457e+18,124.285655417722,4.14344660542365,18.15868,16.82936,16.11033,15.76341,15.47473,2986,301,5,38,1.3331655895684485e+18,GALAXY,0.07486749,1184,52641,364
1.2376720246323945e+18,328.476963927391,44.563168131816,21.02346,19.07061,18.25914,17.94757,17.72111,6182,301,1,167,2.8891394980027044e+18,STAR,-0.0001353426,2566,54333,292
1.2376674859200684e+18,140.19519443108,18.095973862007,23.83453,22.57725,20.96462,19.69288,19.27048,5125,301,3,81,5.975344145413462e+18,GALAXY,0.6796379,5307,55998,703
1.237679998237803e+18,348.973232105204,-1.8703235565293,22.62726,22.33977,22.47818,20.87365,21.29475,8038,301,5,146,1.0372953354523662e+19,GALAXY,0.799771,9213,57712,136
1.237662263776838e+18,207.945120385218,9.40988963034593,18.61,17.40671,16.86219,16.48448,16.28691,3909,301,4,83,2.0335025599388324e+18,GALAXY,0.06751593,1806,53559,463
1.237663782595461e+18,19.8479506394155,-1.16868854135033,21.06885,18.92413,17.68151,17.18888,16.83766,4263,301,1,248,4.760408252231211e+18,GALAXY,0.1844174,4228,55484,376
1.237660765374055e+18,128.461373880745,29.6176488860283,24.16006,21.3674,20.16691,19.57264,19.22056,3560,301,5,143,1.2006707249492e+19,STAR,6.395813e-05,10664,58464,402
1.237660772884939e+18,157.146023109229,41.192684180473,20.95558,21.03373,20.70751,20.78924,20.49794,3562,301,3,62,9.4159194743125e+18,QSO,1.201486,8363,58140,67
1.2376682971284111e+18,180.278629734115,19.1092313507889,21.4758,19.5338,18.09616,17.54154,17.17525,5314,301,2,26,6.582191826014591e+18,GALAXY,0.2431802,5846,56017,658
1.23766429583206e+18,199.392439454245,39.8820206941517,19.23896,18.13613,17.78801,17.668,17.61835,4382,301,5,65,3.64800786419218e+18,STAR,-0.0005165127,3240,54883,335
1.2376512504119304e+18,131.222241853784,51.0882693043103,24.95172,24.5409,22.2043,20.83142,19.95364,1345,301,2,159,8.211243384159098e+18,GALAXY,0.78753,7293,56741,201
1.23766323068312e+18,306.190998136367,77.6963700903836,20.34743,18.44877,17.63766,17.32908,17.19593,4134,301,5,110,1.8691316133805688e+18,STAR,-0.0002600858,1660,53230,501
1.2376514968304364e+18,117.006357650983,43.7014962066435,24.89946,22.84288,21.27801,20.04169,19.73627,1402,301,5,79,4.131184410761648e+18,GALAXY,0.5138414,3669,55481,937
1.2376529474601615e+18,19.1188352073111,-9.79040354486382,19.02348,18.02229,17.69993,17.59676,17.59638,1740,301,3,148,7.432289400924672e+17,STAR,0.0001211613,660,52177,491
1.237651496297497e+18,125.026472731556,50.8126977717902,22.88543,22.26673,20.96647,20.17601,19.71517,1402,301,4,139,8.229426561897747e+18,GALAXY,0.557934,7309,56991,815
1.237661386533241e+18,220.299157070088,51.4113542797673,22.52846,21.45666,21.54688,21.39069,21.72559,3705,301,2,136,9.462312531756605e+18,QSO,2.27525,8404,57481,908
